text,answer,prediction
"Look for indications that the price of gold is increasing.. Is there a Direction Up in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
"Look for indications that the price of gold is decreasing.. Is there a mention of a Direction Down in relation to gold in the news headline? Please answer with Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
"Look for indications that the price of gold is stable.. In the news headline, can you identify a Direction Constant pertaining to gold? Your response should be Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline suggest a PastPrice for gold? Your response should be Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No.
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a PastNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",Yes,No.
"Look for any references to future events concerning gold.. Does the news headline mention anything about a FutureNews in gold commodities? Please answer Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline indicate a Asset Comparision in the context of gold commodities? Your answer should be Yes or No.
Text: pilgrim's pride says 89% of gold kist shares tendered
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline indicate a Price or Not in the context of gold commodities? Your answer should be Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",Yes,No.
"Look for indications that the price of gold is increasing.. Does the news headline mention anything about a Direction Up in gold commodities? Please answer Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. In the news headline, can you identify a Direction Down pertaining to gold? Your response should be Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",No,No
"Look for indications that the price of gold is stable.. Is the news headline discussing a Direction Constant related to gold? Please respond with Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",No,No
"Consider whether the headline references past prices of gold.. Can a PastPrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",Yes,No
"Look for any mention of future gold prices.. Can a FuturePrice in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a PastNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",No,No
"Look for any references to future events concerning gold.. Is the news headline discussing a FutureNews related to gold? Please respond with Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline mention anything about a Asset Comparision in gold commodities? Please answer Yes or No.
Text: gold up by rs 80 on global cues, silver rises by rs 750
Answer:",Yes,No.
"Consider whether the headline mentions the price of gold.. Can a Price or Not in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",Yes,No
"Look for indications that the price of gold is increasing.. In the context of gold, is there a Direction Up implied in the news headline? Respond with Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",Yes,No
"Look for indications that the price of gold is decreasing.. Does the news headline provide information on a Direction Down regarding gold? Your answer should be either Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No
"Look for indications that the price of gold is stable.. Can a Direction Constant in the gold market be inferred from the news headline? Your response should be either Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No
"Consider whether the headline references past prices of gold.. Does the news headline indicate a PastPrice in the context of gold commodities? Your answer should be Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",Yes,No
"Look for any mention of future gold prices.. Does the news headline indicate a FuturePrice in the context of gold commodities? Your answer should be Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No
"Consider whether the headline discusses past events related to gold.. Is there a PastNews in the gold commodity market indicated in the news headline? Please answer Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No
"Look for any references to future events concerning gold.. Does the news headline suggest a FutureNews for gold? Your response should be Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No
"Consider if the headline compares gold with other assets.. Does the news headline provide information on a Asset Comparision regarding gold? Your answer should be either Yes or No.
Text: gold prices gain slightly in asia as us tax cuts hit slight snag
Answer:",No,No.
"Consider whether the headline mentions the price of gold.. Does the news headline mention anything about a Price or Not in gold commodities? Please answer Yes or No.
Text: gold gains for third session as stocks wobble
Answer:",Yes,No.
